ID;Raised (UTC);Fixed;Client;Family;Subfamily;Status
2745098;03/06/2020 23:00;04/06/2020 14:15;Client_213;MAIL;MAIL-004;Closed
2745106;03/06/2020 23:33;04/06/2020 14:21;Client_213;MAIL;MAIL-004;Closed
2745114;04/06/2020 00:01;04/06/2020 00:11;Client_213;WAF;WAF-012;Closed
2745132;04/06/2020 01:00;04/06/2020 14:27;Client_213;MAIL;MAIL-004;Closed
2745180;04/06/2020 04:00;04/06/2020 16:25;Client_213;MAIL;MAIL-004;Closed
2745217;04/06/2020 05:09;04/06/2020 18:45;Client_213;MAIL;MAIL-004;Closed
2745241;04/06/2020 06:04;04/06/2020 07:11;Client_213;FIREWALL;FW-003;Closed
2745247;04/06/2020 06:11;04/06/2020 19:16;Client_213;MAIL;MAIL-004;Closed
2745274;04/06/2020 06:43;04/06/2020 11:28;Client_213;FIREWALL;FW-003;Closed
2745289;04/06/2020 07:01;04/06/2020 19:15;Client_213;MAIL;MAIL-004;Closed
2745288;04/06/2020 06:59;04/06/2020 11:28;Client_213;FIREWALL;FW-002;Closed
2745350;04/06/2020 07:54;04/06/2020 20:09;Client_213;MAIL;MAIL-004;Closed
2745395;04/06/2020 08:07;04/06/2020 20:20;Client_213;MAIL;MAIL-004;Closed
2745412;04/06/2020 08:22;05/06/2020 07:45;Client_213;MAIL;MAIL-004;Closed
2745453;04/06/2020 08:30;04/06/2020 20:44;Client_213;MAIL;MAIL-004;Closed
2745454;04/06/2020 08:30;04/06/2020 20:52;Client_213;MAIL;MAIL-004;Closed
2745545;04/06/2020 09:25;04/06/2020 20:51;Client_213;MAIL;MAIL-004;Closed
2745546;04/06/2020 09:25;04/06/2020 20:51;Client_213;MAIL;MAIL-004;Closed
2745548;04/06/2020 09:28;04/06/2020 20:51;Client_213;MAIL;MAIL-004;Closed
2745610;04/06/2020 09:56;04/06/2020 20:51;Client_213;MAIL;MAIL-004;Closed
2745640;04/06/2020 10:16;04/06/2020 20:51;Client_213;MAIL;MAIL-004;Closed
2745654;04/06/2020 10:38;04/06/2020 20:51;Client_213;MAIL;MAIL-004;Closed
2745655;04/06/2020 10:38;05/06/2020 07:45;Client_213;MAIL;MAIL-004;Closed
2745708;04/06/2020 11:23;04/06/2020 15:56;Client_213;FIREWALL;FW-003;Closed
2745749;04/06/2020 11:51;04/06/2020 20:51;Client_213;MAIL;MAIL-004;Closed
2745813;04/06/2020 12:35;04/06/2020 18:20;Client_213;FIREWALL;FW-003;Closed
2745899;04/06/2020 13:51;05/06/2020 02:08;Client_213;WINDOWS;WINDOWS-007;Closed
2745971;04/06/2020 15:25;04/06/2020 20:50;Client_213;MAIL;MAIL-004;Closed
2746157;04/06/2020 23:00;05/06/2020 04:08;Client_213;MAIL;MAIL-004;Closed
2746197;05/06/2020 01:00;05/06/2020 04:08;Client_213;MAIL;MAIL-004;Closed
2746243;05/06/2020 04:00;05/06/2020 07:45;Client_213;MAIL;MAIL-004;Closed
2746249;05/06/2020 04:15;05/06/2020 07:45;Client_213;MAIL;MAIL-004;Closed
2746317;05/06/2020 05:51;05/06/2020 07:45;Client_213;MAIL;MAIL-004;Closed
2746329;05/06/2020 06:01;05/06/2020 10:57;Client_213;FIREWALL;FW-003;Closed
2746448;05/06/2020 07:05;05/06/2020 07:44;Client_213;MAIL;MAIL-004;Closed
2746480;05/06/2020 07:12;05/06/2020 08:11;Client_213;WAF;WAF-012;Closed
2747443;06/06/2020 06:22;06/06/2020 06:46;Client_213;FIREWALL;FW-003;Closed
2747458;06/06/2020 07:02;06/06/2020 10:00;Client_213;FIREWALL;FW-003;Closed
2747497;06/06/2020 09:44;07/06/2020 19:57;Client_213;MAIL;MAIL-004;Closed
2747545;06/06/2020 11:34;06/06/2020 11:50;Client_213;FIREWALL;FW-003;Closed
2747544;06/06/2020 11:34;08/06/2020 10:34;Client_213;FIREWALL;FW-003;Closed
2747566;06/06/2020 11:47;06/06/2020 12:51;Client_213;FIREWALL;FW-003;Closed
2747730;06/06/2020 22:08;07/06/2020 01:22;Client_213;FIREWALL;FW-002;Closed
2747783;07/06/2020 01:26;07/06/2020 03:42;Client_213;MAIL;MAIL-004;Closed
2748066;07/06/2020 17:02;08/06/2020 00:33;Client_213;WINDOWS;WINDOWS-007;Closed
2748074;07/06/2020 17:32;07/06/2020 21:51;Client_213;FIREWALL;FW-003;Closed
2748273;08/06/2020 02:41;08/06/2020 03:46;Client_213;MAIL;MAIL-004;Closed
2748403;08/06/2020 06:03;08/06/2020 09:55;Client_213;FIREWALL;FW-003;Closed
2748409;08/06/2020 06:11;09/06/2020 00:23;Client_213;WINDOWS;WINDOWS-049;Closed
2748410;08/06/2020 06:15;08/06/2020 20:33;Client_213;MAIL;MAIL-004;Closed
2748440;08/06/2020 06:41;08/06/2020 09:55;Client_213;FIREWALL;FW-003;Closed
2748446;08/06/2020 06:53;08/06/2020 22:50;Client_213;VPN;VPN-002;Closed
2748577;08/06/2020 08:09;09/06/2020 01:41;Client_213;MAIL;MAIL-004;Closed
2748576;08/06/2020 08:09;09/06/2020 11:09;Client_213;MAIL;MAIL-004;Closed
2748580;08/06/2020 08:16;09/06/2020 01:41;Client_213;MAIL;MAIL-004;Closed
2748629;08/06/2020 08:58;08/06/2020 09:55;Client_213;ANTIVIRUS;AV-044;Closed
2748766;08/06/2020 10:17;08/06/2020 10:56;Client_213;FIREWALL;FW-003;Closed
2748804;08/06/2020 10:30;08/06/2020 12:21;Client_213;FIREWALL;FW-003;Closed
2748839;08/06/2020 10:40;08/06/2020 12:20;Client_213;WAF;WAF-012;Closed
2748853;08/06/2020 10:44;09/06/2020 11:09;Client_213;FIREWALL;FW-003;Closed
2748892;08/06/2020 11:14;09/06/2020 01:41;Client_213;MAIL;MAIL-004;Closed
2748946;08/06/2020 11:41;09/06/2020 04:46;Client_213;VPN;VPN-002;Closed
2748970;08/06/2020 11:59;09/06/2020 11:09;Client_213;FIREWALL;FW-003;Closed
2749011;08/06/2020 12:43;08/06/2020 14:08;Client_213;WAF;WAF-012;Closed
2749068;08/06/2020 13:10;09/06/2020 11:08;Client_213;FIREWALL;FW-002;Closed
2749264;08/06/2020 15:38;09/06/2020 11:08;Client_213;FIREWALL;FW-002;Closed
2749312;08/06/2020 16:55;09/06/2020 05:57;Client_213;MAIL;MAIL-004;Closed
2749376;08/06/2020 19:04;09/06/2020 06:41;Client_213;WINDOWS;WINDOWS-007;Closed
2749579;08/06/2020 22:16;09/06/2020 05:09;Client_213;FIREWALL;FW-003;Closed
2749674;09/06/2020 03:59;09/06/2020 11:08;Client_213;MAIL;MAIL-004;Closed
2749838;09/06/2020 06:55;09/06/2020 11:08;Client_213;MAIL;MAIL-004;Closed
2749937;09/06/2020 07:40;09/06/2020 09:54;Client_213;FIREWALL;FW-003;Closed
2750047;09/06/2020 08:54;09/06/2020 11:08;Client_213;MAIL;MAIL-004;Closed
2750154;09/06/2020 09:58;09/06/2020 18:21;Client_213;FIREWALL;FW-002;Closed
2750192;09/06/2020 10:23;09/06/2020 15:44;Client_213;FIREWALL;FW-003;Closed
2750222;09/06/2020 10:42;09/06/2020 11:07;Client_213;MAIL;MAIL-004;Closed
2750233;09/06/2020 10:57;09/06/2020 11:57;Client_213;FIREWALL;FW-002;Closed
2750249;09/06/2020 11:01;09/06/2020 11:17;Client_213;MAIL;MAIL-004;Closed
2750252;09/06/2020 11:08;09/06/2020 11:57;Client_213;FIREWALL;FW-003;Closed
2750291;09/06/2020 11:27;10/06/2020 04:25;Client_213;MAIL;MAIL-004;Closed
2750305;09/06/2020 11:44;10/06/2020 04:24;Client_213;MAIL;MAIL-004;Closed
2750346;09/06/2020 11:58;09/06/2020 18:20;Client_213;FIREWALL;FW-002;Closed
2750353;09/06/2020 12:12;09/06/2020 19:00;Client_213;FIREWALL;FW-003;Closed
2750418;09/06/2020 13:18;09/06/2020 19:05;Client_213;ANTIVIRUS;AV-044;Closed
2750437;09/06/2020 14:06;10/06/2020 05:52;Client_213;VPN;VPN-002;Closed
2750477;09/06/2020 14:51;10/06/2020 05:57;Client_213;VPN;VPN-002;Closed
2750490;09/06/2020 15:10;10/06/2020 05:47;Client_213;WINDOWS;WINDOWS-049;Closed
2750497;09/06/2020 15:25;10/06/2020 04:19;Client_213;MAIL;MAIL-004;Closed
2750498;09/06/2020 15:28;10/06/2020 04:24;Client_213;MAIL;MAIL-004;Closed
2750746;09/06/2020 22:56;10/06/2020 04:24;Client_213;MAIL;MAIL-004;Closed
2750913;10/06/2020 06:02;10/06/2020 10:26;Client_213;FIREWALL;FW-003;Closed
2751587;10/06/2020 12:16;10/06/2020 13:31;Client_213;FIREWALL;FW-003;Closed
2751709;10/06/2020 14:07;11/06/2020 08:27;Client_213;VPN;VPN-002;Closed
2751720;10/06/2020 14:23;11/06/2020 08:27;Client_213;VPN;VPN-002;Closed
2751734;10/06/2020 14:35;11/06/2020 08:22;Client_213;VPN;VPN-002;Closed
2751839;10/06/2020 16:31;11/06/2020 08:22;Client_213;MAIL;MAIL-004;Closed
2751861;10/06/2020 17:02;11/06/2020 05:53;Client_213;WINDOWS;WINDOWS-007;Closed
2752207;10/06/2020 21:09;11/06/2020 03:29;Client_213;FIREWALL;FW-002;Closed
2752485;11/06/2020 06:02;11/06/2020 13:36;Client_213;FIREWALL;FW-003;Closed
2752551;11/06/2020 06:45;11/06/2020 13:22;Client_213;FIREWALL;FW-003;Closed
2752631;11/06/2020 07:44;11/06/2020 13:22;Client_213;FIREWALL;FW-003;Closed
2752857;11/06/2020 11:51;11/06/2020 13:22;Client_213;FIREWALL;FW-002;Closed
2753050;11/06/2020 14:36;12/06/2020 05:41;Client_213;MAIL;MAIL-004;Closed
2753137;11/06/2020 16:30;12/06/2020 07:12;Client_213;VPN;VPN-002;Closed
2753148;11/06/2020 17:03;12/06/2020 02:21;Client_213;FIREWALL;FW-002;Closed
2753173;11/06/2020 18:41;12/06/2020 06:57;Client_213;MAIL;MAIL-004;Closed
2753348;11/06/2020 22:23;12/06/2020 02:36;Client_213;WAF;WAF-012;Closed
2753484;12/06/2020 05:56;12/06/2020 07:12;Client_213;VPN;VPN-002;Closed
2753488;12/06/2020 06:01;12/06/2020 10:22;Client_213;FIREWALL;FW-003;Closed
2753537;12/06/2020 06:39;12/06/2020 13:20;Client_213;FIREWALL;FW-003;Closed
2754070;12/06/2020 13:11;13/06/2020 02:01;Client_213;MAIL;MAIL-004;Closed
2754072;12/06/2020 13:11;12/06/2020 20:00;Client_213;FIREWALL;FW-003;Closed
2754129;12/06/2020 14:40;12/06/2020 19:59;Client_213;FIREWALL;FW-003;Closed
2754333;12/06/2020 19:47;15/06/2020 07:22;Client_213;ANTIVIRUS;AV-011;Closed
2754488;13/06/2020 07:42;13/06/2020 08:38;Client_213;FIREWALL;FW-002;Closed
2754570;13/06/2020 10:41;13/06/2020 12:23;Client_213;FIREWALL;FW-003;Closed
2754579;13/06/2020 11:45;13/06/2020 12:34;Client_213;FIREWALL;FW-002;Closed
2754655;13/06/2020 15:16;15/06/2020 11:15;Client_213;FIREWALL;FW-003;Closed
2754692;13/06/2020 17:53;13/06/2020 18:05;Client_213;FIREWALL;FW-003;Closed
2754936;14/06/2020 08:42;14/06/2020 14:02;Client_213;VPN;VPN-002;Closed
2754951;14/06/2020 09:44;14/06/2020 14:59;Client_213;MAIL;MAIL-004;Closed
2755088;14/06/2020 17:01;14/06/2020 18:18;Client_213;WINDOWS;WINDOWS-007;Closed
2755328;15/06/2020 05:56;15/06/2020 12:29;Client_213;FIREWALL;FW-003;Closed
2755420;15/06/2020 06:34;15/06/2020 15:23;Client_213;WINDOWS;WINDOWS-049;Closed
2755433;15/06/2020 06:39;15/06/2020 14:05;Client_213;FIREWALL;FW-003;Closed
2755511;15/06/2020 07:06;15/06/2020 14:11;Client_213;FIREWALL;FW-003;Closed
2755528;15/06/2020 07:26;15/06/2020 14:19;Client_213;FIREWALL;FW-002;Closed
2755565;15/06/2020 07:44;15/06/2020 14:37;Client_213;FIREWALL;FW-003;Closed
2755713;15/06/2020 09:27;15/06/2020 15:22;Client_213;FIREWALL;FW-002;Closed
2755781;15/06/2020 10:00;15/06/2020 15:22;Client_213;ANTIVIRUS;AV-044;Closed
2755828;15/06/2020 10:50;15/06/2020 12:45;Client_213;WAF;WAF-012;Closed
2755877;15/06/2020 11:48;16/06/2020 12:21;Client_213;MAIL;MAIL-004;Closed
2755879;15/06/2020 11:52;15/06/2020 15:22;Client_213;FIREWALL;FW-003;Closed
2755898;15/06/2020 12:34;15/06/2020 15:22;Client_213;FIREWALL;FW-003;Closed
2755924;15/06/2020 13:24;16/06/2020 00:57;Client_213;MAIL;MAIL-004;Closed
2756008;15/06/2020 14:42;15/06/2020 15:21;Client_213;FIREWALL;FW-002;Closed
2756044;15/06/2020 15:35;15/06/2020 18:45;Client_213;FIREWALL;FW-003;Closed
2756061;15/06/2020 18:09;16/06/2020 00:51;Client_213;VPN;VPN-002;Closed
2756069;15/06/2020 18:24;15/06/2020 19:27;Client_213;WAF;WAF-012;Closed
2756083;15/06/2020 19:04;16/06/2020 00:51;Client_213;WINDOWS;WINDOWS-007;Closed
2756096;15/06/2020 19:27;15/06/2020 20:48;Client_213;ANTIVIRUS;AV-011;Closed
2756114;15/06/2020 20:13;15/06/2020 20:54;Client_213;FIREWALL;FW-003;Closed
2756141;15/06/2020 21:15;16/06/2020 00:51;Client_213;VPN;VPN-002;Closed
2756234;16/06/2020 01:08;16/06/2020 05:19;Client_213;FIREWALL;FW-003;Closed
2756424;16/06/2020 07:04;16/06/2020 16:49;Client_213;FIREWALL;FW-003;Closed
2756636;16/06/2020 09:53;17/06/2020 10:34;Client_213;FIREWALL;FW-002;Closed
2756650;16/06/2020 09:57;16/06/2020 16:44;Client_213;FIREWALL;FW-002;Closed
2756656;16/06/2020 10:04;16/06/2020 17:04;Client_213;FIREWALL;FW-003;Closed
2756702;16/06/2020 10:25;16/06/2020 16:59;Client_213;FIREWALL;FW-002;Closed
2756748;16/06/2020 11:16;17/06/2020 02:54;Client_213;VPN;VPN-002;Closed
2756764;16/06/2020 11:26;17/06/2020 03:04;Client_213;MAIL;MAIL-004;Closed
2756952;16/06/2020 13:58;17/06/2020 02:59;Client_213;VPN;VPN-002;Closed
2757012;16/06/2020 15:22;17/06/2020 03:55;Client_213;VPN;VPN-002;Closed
2757013;16/06/2020 15:25;17/06/2020 03:55;Client_213;MAIL;MAIL-004;Closed
2757017;16/06/2020 15:30;17/06/2020 04:24;Client_213;VPN;VPN-002;Closed
2757070;16/06/2020 16:42;16/06/2020 23:27;Client_213;FIREWALL;FW-002;Closed
2757153;16/06/2020 17:23;17/06/2020 00:52;Client_213;ANTIVIRUS;AV-011;Closed
2757200;16/06/2020 18:41;16/06/2020 19:39;Client_213;WAF;WAF-012;Closed
2757413;17/06/2020 03:34;17/06/2020 04:19;Client_213;WAF;WAF-012;Closed
2757595;17/06/2020 07:20;17/06/2020 18:50;Client_213;ANTIVIRUS;AV-044;Closed
2757984;17/06/2020 11:43;17/06/2020 22:21;Client_213;FIREWALL;FW-002;Closed
2758020;17/06/2020 12:28;17/06/2020 19:44;Client_213;ANTIVIRUS;AV-044;Closed
2758067;17/06/2020 13:21;17/06/2020 19:53;Client_213;FIREWALL;FW-003;Closed
2758326;17/06/2020 23:06;18/06/2020 00:11;Client_213;WAF;WAF-012;Closed
2758519;18/06/2020 06:08;18/06/2020 13:07;Client_213;FIREWALL;FW-003;Transfer
2758541;18/06/2020 06:37;18/06/2020 11:07;Client_213;FIREWALL;FW-003;Closed
2758650;18/06/2020 08:08;18/06/2020 18:28;Client_213;FIREWALL;FW-003;Transfer
2758753;18/06/2020 08:50;18/06/2020 13:07;Client_213;FIREWALL;FW-002;Closed
2758883;18/06/2020 10:11;18/06/2020 19:18;Client_213;ANTIVIRUS;AV-044;Closed
2758986;18/06/2020 06:38;18/06/2020 15:40;Client_213;ANTIVIRUS;AV-011;Closed
2759079;18/06/2020 12:45;18/06/2020 19:38;Client_213;MAIL;MAIL-004;Closed
2759149;18/06/2020 14:16;18/06/2020 18:59;Client_213;FIREWALL;FW-003;Closed
2759167;18/06/2020 14:47;18/06/2020 19:31;Client_213;FIREWALL;FW-002;Transfer
2759420;19/06/2020 02:26;19/06/2020 09:21;Client_213;ANTIVIRUS;AV-044;Closed
2759480;19/06/2020 04:53;19/06/2020 11:01;Client_213;VPN;VPN-002;Closed
2759850;19/06/2020 09:40;19/06/2020 10:40;Client_213;WAF;WAF-012;Closed
2759916;19/06/2020 10:47;20/06/2020 02:23;Client_213;WINDOWS;WINDOWS-049;Closed
2760788;20/06/2020 09:14;20/06/2020 10:07;Client_213;VPN;VPN-002;Closed
2760922;20/06/2020 15:24;20/06/2020 16:15;Client_213;WAF;WAF-012;Closed
2760998;20/06/2020 17:24;20/06/2020 20:03;Client_213;ANTIVIRUS;AV-011;Closed
2761394;21/06/2020 15:24;21/06/2020 17:57;Client_213;ANTIVIRUS;AV-011;Closed
2761906;22/06/2020 07:32;22/06/2020 11:12;Client_213;FIREWALL;FW-048;Closed
2761940;22/06/2020 08:05;22/06/2020 21:06;Client_213;MAIL;MAIL-004;Closed
2762117;22/06/2020 09:57;23/06/2020 00:44;Client_213;VPN;VPN-002;Closed
2762233;22/06/2020 08:57;22/06/2020 18:48;Client_213;ANTIVIRUS;AV-011;Closed
2762465;22/06/2020 16:30;22/06/2020 17:39;Client_213;WAF;WAF-012;Closed
2763720;23/06/2020 10:06;23/06/2020 12:43;Client_213;FIREWALL;FW-048;Closed
2763947;23/06/2020 14:32;24/06/2020 06:59;Client_213;FIREWALL;FW-048;Closed
2764324;24/06/2020 06:07;24/06/2020 12:22;Client_213;ANTIVIRUS;AV-005;Closed
2764428;24/06/2020 07:42;24/06/2020 14:16;Client_213;ANTIVIRUS;AV-044;Closed
2764612;24/06/2020 09:46;24/06/2020 14:47;Client_213;FIREWALL;FW-002;Closed
2764709;24/06/2020 11:58;24/06/2020 18:24;Client_213;FIREWALL;FW-048;Closed
2764964;24/06/2020 17:56;24/06/2020 20:56;Client_213;FIREWALL;FW-002;Closed
2765030;24/06/2020 20:58;24/06/2020 21:23;Client_213;FIREWALL;FW-002;Closed
2765211;25/06/2020 05:25;25/06/2020 07:28;Client_213;FIREWALL;FW-002;Closed
2765214;25/06/2020 05:32;25/06/2020 07:28;Client_213;FIREWALL;FW-002;Closed
2765279;25/06/2020 06:35;25/06/2020 21:15;Client_213;VPN;VPN-002;Closed
2765296;25/06/2020 07:06;25/06/2020 13:55;Client_213;FIREWALL;FW-048;Closed
2765307;25/06/2020 07:13;25/06/2020 21:28;Client_213;MAIL;MAIL-004;Closed
2765387;25/06/2020 08:25;25/06/2020 15:02;Client_213;FIREWALL;FW-002;Transfer
2765407;25/06/2020 08:46;26/06/2020 07:20;Client_213;WAF;WAF-012;Closed
2765424;25/06/2020 08:56;25/06/2020 15:02;Client_213;FIREWALL;FW-002;Closed
2765640;25/06/2020 14:19;25/06/2020 19:44;Client_213;FIREWALL;FW-048;Closed
2765643;25/06/2020 14:23;25/06/2020 21:14;Client_213;VPN;VPN-002;Closed
2765688;25/06/2020 15:30;25/06/2020 21:14;Client_213;VPN;VPN-002;Closed
2765696;25/06/2020 15:49;25/06/2020 21:27;Client_213;VPN;VPN-002;Closed
2765858;26/06/2020 06:11;26/06/2020 09:04;Client_213;VPN;VPN-002;Closed
2765892;26/06/2020 06:38;26/06/2020 09:04;Client_213;VPN;VPN-002;Closed
2765929;26/06/2020 07:29;26/06/2020 15:34;Client_213;FIREWALL;FW-048;Closed
2765927;26/06/2020 07:40;26/06/2020 09:03;Client_213;FIREWALL;FW-002;Transfer
2765934;26/06/2020 08:32;26/06/2020 11:05;Client_213;MAIL;MAIL-004;Closed
2766144;26/06/2020 09:00;26/06/2020 15:26;Client_213;FIREWALL;FW-002;Closed
2766145;26/06/2020 09:15;26/06/2020 15:34;Client_213;FIREWALL;FW-048;Closed
2766162;26/06/2020 09:42;26/06/2020 21:16;Client_213;ANTIVIRUS;AV-005;Closed
2766378;26/06/2020 11:41;26/06/2020 15:26;Client_213;FIREWALL;FW-002;Closed
2767214;28/06/2020 06:05;28/06/2020 07:12;Client_213;WAF;WAF-012;Closed
2767217;28/06/2020 06:12;28/06/2020 07:12;Client_213;WAF;WAF-012;Closed
2767447;28/06/2020 16:59;28/06/2020 17:38;Client_213;WAF;WAF-012;Closed
2767725;29/06/2020 06:03;29/06/2020 10:03;Client_213;FIREWALL;FW-048;Closed
2767846;29/06/2020 07:03;29/06/2020 08:40;Client_213;FIREWALL;FW-002;Closed
2767856;29/06/2020 07:09;29/06/2020 08:31;Client_213;FIREWALL;FW-002;Closed
2767862;29/06/2020 07:26;29/06/2020 08:31;Client_213;FIREWALL;FW-002;Closed
2767924;29/06/2020 08:50;29/06/2020 10:02;Client_213;VPN;VPN-002;Closed
2767925;29/06/2020 08:47;29/06/2020 10:02;Client_213;FIREWALL;FW-048;Closed
2767993;29/06/2020 06:19;29/06/2020 19:15;Client_213;ANTIVIRUS;AV-011;Closed
2767994;29/06/2020 09:32;29/06/2020 19:21;Client_213;ANTIVIRUS;AV-044;Closed
2768085;29/06/2020 10:20;29/06/2020 17:52;Client_213;FIREWALL;FW-048;Closed
2768200;29/06/2020 12:06;29/06/2020 19:21;Client_213;ANTIVIRUS;AV-005;Closed
2768370;29/06/2020 17:33;30/06/2020 05:56;Client_213;VPN;VPN-002;Closed
2768391;29/06/2020 18:18;30/06/2020 06:32;Client_213;MAIL;MAIL-004;Closed
2768581;30/06/2020 05:26;30/06/2020 06:02;Client_213;FIREWALL;FW-048;Closed
2768716;30/06/2020 05:26;30/06/2020 06:02;Client_213;FIREWALL;FW-048;Closed
2768665;30/06/2020 06:58;30/06/2020 08:43;Client_213;FIREWALL;FW-002;Closed
2768726;30/06/2020 07:56;01/07/2020 02:02;Client_213;MAIL;MAIL-004;Closed
2768801;30/06/2020 09:39;01/07/2020 01:57;Client_213;VPN;VPN-002;Closed
2768819;30/06/2020 10:04;30/06/2020 14:23;Client_213;FIREWALL;FW-048;Closed
2769232;30/06/2020 10:04;30/06/2020 14:23;Client_213;FIREWALL;FW-048;Closed
2768826;30/06/2020 10:10;30/06/2020 10:58;Client_213;FIREWALL;FW-002;Closed
2769231;30/06/2020 10:10;30/06/2020 10:58;Client_213;FIREWALL;FW-002;Closed
2768905;30/06/2020 11:54;01/07/2020 02:02;Client_213;MAIL;MAIL-004;Closed
2768920;30/06/2020 12:05;30/06/2020 12:33;Client_213;FIREWALL;FW-002;Closed
2769236;30/06/2020 12:05;30/06/2020 12:33;Client_213;FIREWALL;FW-002;Closed
2768966;30/06/2020 12:49;01/07/2020 00:38;Client_213;FIREWALL;FW-002;Closed
2769140;30/06/2020 15:40;01/07/2020 02:02;Client_213;MAIL;MAIL-004;Closed
2769235;30/06/2020 17:54;01/07/2020 07:16;Client_213;VPN;VPN-002;Closed
2856931;18/08/2020 09:13;18/08/2020 09:27;Client_213;ANTIVIRUS;AV-044;Closed
2857173;19/08/2020 01:43;19/08/2020 03:56;Client_213;ANTIVIRUS;AV-044;Closed
2857247;19/08/2020 05:50;19/08/2020 06:16;Client_213;VPN;VPN-012;Closed
2857255;19/08/2020 06:09;19/08/2020 06:59;Client_213;VPN;VPN-002;Closed
2857309;19/08/2020 08:09;19/08/2020 08:28;Client_213;ANTIVIRUS;AV-044;Closed
2857327;19/08/2020 08:48;19/08/2020 09:08;Client_213;MAIL;MAIL-004;Closed
2857332;19/08/2020 08:58;19/08/2020 09:20;Client_213;MAIL;MAIL-004;Closed
2859524;19/08/2020 15:48;19/08/2020 16:59;Client_213;WAF;WAF-011;Closed
2859525;19/08/2020 15:58;19/08/2020 16:59;Client_213;WAF;WAF-011;Closed
2859665;20/08/2020 00:46;20/08/2020 01:20;Client_213;WAF;WAF-011;Closed
2860352;21/08/2020 07:19;21/08/2020 14:44;Client_213;VPN;VPN-002;Closed
2860651;21/08/2020 09:33;21/08/2020 11:04;Client_213;FIREWALL;FW-002;Closed
2860771;21/08/2020 07:44;21/08/2020 14:00;Client_213;ANTIVIRUS;AV-011;Closed
2860785;21/08/2020 11:09;21/08/2020 13:20;Client_213;FIREWALL;FW-002;Closed
2860806;21/08/2020 11:46;21/08/2020 14:44;Client_213;MAIL;MAIL-004;Closed
2860811;21/08/2020 12:07;21/08/2020 14:00;Client_213;ANTIVIRUS;AV-044;Closed
2860985;21/08/2020 22:03;21/08/2020 23:19;Client_213;WAF;WAF-011;Closed
2861407;23/08/2020 05:55;23/08/2020 13:49;Client_213;WAF;WAF-011;Closed
2861449;23/08/2020 09:25;23/08/2020 17:28;Client_213;VPN;VPN-002;Closed
2861459;23/08/2020 09:37;23/08/2020 14:13;Client_213;ANTIVIRUS;AV-044;Closed
2861519;23/08/2020 12:41;23/08/2020 13:38;Client_213;WAF;WAF-011;Closed
2861579;23/08/2020 14:52;23/08/2020 15:41;Client_213;WAF;WAF-011;Closed
2861608;23/08/2020 16:21;23/08/2020 16:34;Client_213;WAF;WAF-011;Closed
2861643;23/08/2020 17:56;23/08/2020 18:15;Client_213;WAF;WAF-011;Closed
2861685;23/08/2020 20:19;23/08/2020 20:32;Client_213;WAF;WAF-011;Closed
2861776;24/08/2020 00:09;24/08/2020 00:24;Client_213;ANTIVIRUS;AV-011;Closed
2861863;24/08/2020 04:44;24/08/2020 04:55;Client_213;WAF;WAF-012;Closed
2861864;24/08/2020 04:44;24/08/2020 04:55;Client_213;WAF;WAF-011;Closed
2861897;24/08/2020 00:07;24/08/2020 06:04;Client_213;ANTIVIRUS;AV-011;Closed
2861973;24/08/2020 06:13;24/08/2020 14:04;Client_213;ANTIVIRUS;AV-044;Closed
2862044;24/08/2020 06:47;24/08/2020 16:37;Client_213;FIREWALL;FW-048;Closed
2863225;24/08/2020 08:44;24/08/2020 13:44;Client_213;ANTIVIRUS;AV-011;Closed
2864211;24/08/2020 10:41;24/08/2020 14:11;Client_213;ANTIVIRUS;AV-044;Closed
2865256;24/08/2020 00:13;24/08/2020 13:51;Client_213;ANTIVIRUS;AV-011;Closed
2866627;24/08/2020 06:56;24/08/2020 15:23;Client_213;ANTIVIRUS;AV-011;Closed
2866691;24/08/2020 15:23;24/08/2020 15:37;Client_213;WAF;WAF-011;Closed
2867976;24/08/2020 18:26;24/08/2020 18:41;Client_213;WAF;WAF-011;Closed
2869206;24/08/2020 21:28;24/08/2020 21:45;Client_213;WAF;WAF-011;Closed
2869490;24/08/2020 23:56;25/08/2020 00:17;Client_213;WAF;WAF-012;Closed
2869489;25/08/2020 00:00;25/08/2020 00:16;Client_213;WAF;WAF-011;Closed
2869734;25/08/2020 05:56;25/08/2020 06:21;Client_213;WAF;WAF-011;Closed
2869795;25/08/2020 06:10;25/08/2020 07:41;Client_213;FIREWALL;FW-048;Closed
2872111;25/08/2020 10:24;25/08/2020 12:41;Client_213;FIREWALL;FW-002;Closed
2872481;25/08/2020 11:02;25/08/2020 20:42;Client_213;VPN;VPN-002;Closed
2877039;26/08/2020 09:41;26/08/2020 21:56;Client_213;MAIL;MAIL-004;Closed
2882081;26/08/2020 22:10;27/08/2020 08:38;Client_213;FIREWALL;FW-002;Closed
2884521;27/08/2020 09:48;27/08/2020 10:47;Client_213;WAF;WAF-011;Closed
2886310;27/08/2020 05:47;27/08/2020 23:43;Client_213;ANTIVIRUS;AV-011;Closed
2886310;27/08/2020 05:47;28/08/2020 00:29;Client_213;ANTIVIRUS;AV-011;Closed
2888718;27/08/2020 20:05;28/08/2020 18:55;Client_213;VPN;VPN-002;Closed
2889645;28/08/2020 05:59;29/08/2020 04:14;Client_213;FIREWALL;FW-048;Closed
